CustomerID,TotalPurchases,TotalUnits,TotalRevenue,FirstPurchase,LastPurchase,CustomerAge,RevenuePerDay,CLV
12374.0,1,342,742.9300000000001,2011-11-14 15:37:00,2011-11-14 15:37:00,1,742.9300000000001,271169.45
12375.0,2,178,457.5,2011-09-02 14:23:00,2011-11-29 10:36:00,88,5.198863636363637,1897.5852272727275
12377.0,2,944,1628.12,2010-12-20 09:37:00,2011-01-28 15:45:00,40,40.702999999999996,14856.595
12378.0,1,2529,4008.62,2011-08-02 10:34:00,2011-08-02 10:34:00,1,4008.62,1463146.3
12379.0,2,407,852.24,2011-06-22 16:32:00,2011-09-19 10:09:00,89,9.575730337078651,3495.1415730337076
12380.0,4,1127,2724.81,2011-06-07 09:49:00,2011-11-18 11:27:00,165,16.514,6027.61
12381.0,5,808,1845.31,2011-08-12 09:57:00,2011-12-05 12:44:00,116,15.907844827586207,5806.363362068965
12383.0,5,1532,1850.56,2010-12-22 14:28:00,2011-06-08 08:02:00,168,11.015238095238095,4020.5619047619048
12384.0,2,126,585.27,2011-08-10 11:23:00,2011-11-11 08:39:00,93,6.293225806451613,2297.0274193548385
12386.0,2,354,401.9,2010-12-08 09:53:00,2011-01-06 12:37:00,30,13.396666666666667,4889.783333333333
12388.0,6,1462,2780.66,2011-01-17 11:12:00,2011-11-24 12:30:00,312,8.912371794871794,3253.0157051282044
12390.0,1,353,549.84,2011-09-21 09:33:00,2011-09-21 09:33:00,1,549.84,200691.6
12391.0,1,300,460.89,2011-11-18 12:07:00,2011-11-18 12:07:00,1,460.89,168224.85
12393.0,4,816,1582.6000000000001,2011-01-11 09:47:00,2011-09-28 15:41:00,261,6.06360153256705,2213.214559386973
12394.0,2,819,1272.48,2011-05-06 14:01:00,2011-10-07 08:08:00,154,8.262857142857143,3015.9428571428575
12395.0,12,2118,3018.63,2010-12-03 16:35:00,2011-11-20 15:21:00,352,8.57565340909091,3130.113494318182
12397.0,2,1263,2409.9,2011-07-27 14:21:00,2011-11-04 09:52:00,100,24.099,8796.135
12398.0,1,1394,1635.6599999999999,2011-10-25 10:27:00,2011-10-25 10:27:00,1,1635.6599999999999,597015.8999999999
12399.0,4,1178,1108.65,2011-03-23 09:42:00,2011-08-12 13:15:00,143,7.752797202797203,2829.770979020979
12401.0,1,11,84.3,2011-02-09 13:50:00,2011-02-09 13:50:00,1,84.3,30769.5
12402.0,1,94,225.6,2011-01-20 13:49:00,2011-01-20 13:49:00,1,225.6,82344.0
12403.0,1,96,427.7,2011-10-21 10:51:00,2011-10-21 10:51:00,1,427.7,156110.5
12405.0,1,857,1710.39,2011-07-14 08:52:00,2011-07-14 08:52:00,1,1710.39,624292.3500000001
12406.0,2,1818,3415.3,2011-06-09 10:23:00,2011-11-17 19:22:00,162,21.0820987654321,7694.966049382717
12407.0,5,1416,1708.1200000000001,2011-03-20 13:21:00,2011-10-21 10:11:00,215,7.9447441860465124,2899.8316279069772
12408.0,5,1409,2888.55,2011-03-24 14:46:00,2011-11-07 12:27:00,228,12.669078947368423,4624.213815789474
12409.0,3,5551,11072.67,2011-06-10 12:19:00,2011-09-22 10:38:00,104,106.46798076923076,38860.81298076923
12410.0,2,211,693.3299999999999,2011-02-04 10:38:00,2011-02-04 10:39:00,1,693.3299999999999,253065.44999999998
12412.0,3,829,1226.88,2011-06-23 13:51:00,2011-09-26 10:16:00,95,12.914526315789475,4713.802105263158
12413.0,3,286,758.1,2011-01-06 16:12:00,2011-10-04 09:00:00,271,2.797416974169742,1021.0571955719558
12414.0,3,300,562.41,2011-02-02 14:51:00,2011-05-06 14:51:00,94,5.983085106382978,2183.826063829787
12415.0,21,77670,124914.53,2011-01-06 11:12:00,2011-11-15 14:22:00,314,397.816974522293,145203.19570063695
12417.0,9,1552,3649.1,2010-12-17 11:51:00,2011-12-06 14:52:00,355,10.279154929577464,3751.8915492957744
12418.0,1,407,668.58,2011-08-19 11:08:00,2011-08-19 11:08:00,1,668.58,244031.7
12420.0,1,345,600.39,2011-10-07 08:55:00,2011-10-07 08:55:00,1,600.39,219142.35
12421.0,4,484,807.04,2011-01-24 15:09:00,2011-11-24 09:07:00,304,2.654736842105263,968.978947368421
12422.0,3,370,803.5600000000001,2011-01-19 09:13:00,2011-09-05 09:48:00,230,3.4937391304347827,1275.2147826086957
12423.0,8,1339,1859.31,2010-12-21 10:54:00,2011-12-09 10:10:00,353,5.267167138810198,1922.516005665722
12424.0,2,740,1760.96,2011-06-30 12:06:00,2011-06-30 12:06:00,1,1760.96,642750.4
12425.0,1,496,777.2,2011-09-22 17:31:00,2011-09-22 17:31:00,1,777.2,283678.0
12426.0,1,258,582.73,2011-05-29 12:26:00,2011-05-29 12:26:00,1,582.73,212696.45
12427.0,3,533,825.8,2010-12-03 10:44:00,2011-11-18 08:56:00,350,2.3594285714285714,861.1914285714286
12428.0,9,3536,7956.46,2011-03-01 09:33:00,2011-11-14 08:22:00,258,30.838992248062016,11256.232170542637
12429.0,4,1557,3750.4,2010-12-09 12:05:00,2011-11-30 17:22:00,357,10.50532212885154,3834.442577030812
12430.0,1,117,256.4,2011-10-27 15:09:00,2011-10-27 15:09:00,1,256.4,93585.99999999999
12431.0,15,2918,6487.45,2010-12-01 10:03:00,2011-11-04 11:55:00,339,19.13702064896755,6985.012536873156
12432.0,5,1801,5059.32,2011-06-20 13:27:00,2011-10-28 11:43:00,130,38.91784615384615,14205.013846153844
12433.0,7,11071,13375.87,2010-12-01 13:24:00,2011-12-09 10:02:00,373,35.86024128686327,13088.988069705094
12434.0,2,394,806.14,2011-03-24 13:05:00,2011-09-16 12:38:00,176,4.580340909090909,1671.8244318181817
12435.0,2,2055,7829.89,2011-03-17 07:40:00,2011-09-21 09:06:00,189,41.42798941798942,15121.21613756614
12436.0,1,211,509.01,2011-09-01 12:09:00,2011-09-01 12:09:00,1,509.01,185788.65
12437.0,18,2923,4951.41,2011-01-12 14:13:00,2011-12-08 11:35:00,330,15.004272727272728,5476.5595454545455
12438.0,2,1180,2906.85,2011-07-22 13:29:00,2011-11-25 13:28:00,126,23.070238095238093,8420.636904761905
12441.0,1,121,173.55,2010-12-08 10:45:00,2010-12-08 10:45:00,1,173.55,63345.75000000001
12442.0,1,182,172.06,2011-12-06 14:22:00,2011-12-06 14:22:00,1,172.06,62801.9
12444.0,5,1155,5005.46,2011-06-21 14:00:00,2011-11-18 13:23:00,150,33.369733333333336,12179.952666666668
12445.0,1,62,133.4,2011-11-17 18:43:00,2011-11-17 18:43:00,1,133.4,48691.0
12446.0,1,352,1002.3100000000001,2011-10-13 12:50:00,2011-10-13 12:50:00,1,1002.3100000000001,365843.15
12447.0,1,190,476.49,2011-04-10 13:25:00,2011-04-10 13:25:00,1,476.49,173918.85
12448.0,1,243,449.45,2011-10-26 13:46:00,2011-10-26 13:46:00,1,449.45,164049.25
12449.0,4,1553,4067.29,2011-06-05 15:37:00,2011-11-17 13:46:00,165,24.650242424242425,8997.338484848486
12450.0,2,128,197.88,2011-06-19 14:36:00,2011-07-06 14:41:00,18,10.993333333333332,4012.566666666666
12451.0,5,6575,9035.52,2011-01-19 09:05:00,2011-11-29 08:40:00,314,28.775541401273887,10503.07261146497
12452.0,2,185,430.57,2011-11-23 08:05:00,2011-11-23 10:28:00,1,430.57,157158.05
12453.0,1,473,707.09,2011-07-28 14:08:00,2011-07-28 14:08:00,1,707.09,258087.85
12454.0,1,1006,3528.34,2011-10-14 17:13:00,2011-10-14 17:13:00,1,3528.34,1287844.1
12455.0,6,2089,2466.86,2011-02-16 09:56:00,2011-09-27 15:31:00,224,11.012767857142858,4019.660267857143
12456.0,3,1633,3181.04,2011-03-30 09:12:00,2011-10-26 14:41:00,211,15.07601895734597,5502.746919431279
12457.0,7,844,2363.23,2011-04-14 18:57:00,2011-10-04 13:13:00,173,13.660289017341041,4986.00549132948
12458.0,2,506,947.4,2011-02-28 10:55:00,2011-09-29 15:25:00,214,4.427102803738317,1615.892523364486
12461.0,2,287,826.88,2011-07-08 10:23:00,2011-09-06 16:57:00,61,13.555409836065573,4947.724590163934
12462.0,2,536,1189.59,2011-02-09 14:44:00,2011-11-21 09:11:00,285,4.1739999999999995,1523.5099999999998
12463.0,4,776,1344.78,2011-04-12 12:47:00,2011-10-17 13:44:00,189,7.115238095238095,2597.0619047619048
12464.0,8,112,1212.05,2011-02-03 13:30:00,2011-11-29 13:33:00,300,4.040166666666667,1474.6608333333334
12465.0,2,479,742.1899999999999,2011-06-23 13:37:00,2011-11-22 16:34:00,153,4.850915032679739,1770.5839869281047
12468.0,2,366,729.5400000000001,2011-01-27 13:29:00,2011-06-05 11:36:00,129,5.655348837209303,2064.2023255813956
12471.0,30,8212,19824.05,2010-12-10 09:35:00,2011-12-07 15:43:00,363,54.61170798898071,19933.27341597796
12472.0,7,4148,6572.11,2010-12-05 14:19:00,2011-11-07 14:01:00,337,19.501810089020772,7118.160682492582
12473.0,5,2439,3938.5499999999997,2011-06-01 10:15:00,2011-11-10 13:46:00,163,24.16288343558282,8819.45245398773
12474.0,18,4847,7375.79,2011-01-14 10:06:00,2011-11-22 14:39:00,313,23.56482428115016,8601.160862619809
12475.0,1,535,723.38,2011-10-17 10:10:00,2011-10-17 10:10:00,1,723.38,264033.7
12476.0,11,2408,6816.42,2010-12-13 14:39:00,2011-11-24 12:40:00,346,19.70063583815029,7190.732080924856
12477.0,6,3653,13219.74,2011-02-11 12:45:00,2011-11-17 09:51:00,279,47.38258064516129,17294.641935483873
12478.0,1,236,680.99,2011-12-06 09:56:00,2011-12-06 09:56:00,1,680.99,248561.35
12479.0,1,385,527.2,2011-11-28 13:26:00,2011-11-28 13:26:00,1,527.2,192428.00000000003
12480.0,4,1707,3281.63,2011-01-07 15:27:00,2011-11-11 14:52:00,308,10.654642857142857,3888.9446428571428
12481.0,10,3304,5596.32,2010-12-09 10:13:00,2011-11-17 08:29:00,343,16.315801749271134,5955.267638483964
12483.0,8,1110,2484.98,2011-01-04 14:20:00,2011-11-22 17:02:00,323,7.69343653250774,2808.104334365325
12484.0,6,2191,4541.72,2011-01-07 14:04:00,2011-11-07 11:37:00,304,14.939868421052632,5453.051973684211
12488.0,3,529,1298.66,2011-09-25 10:34:00,2011-11-30 08:50:00,66,19.67666666666667,7181.9833333333345
12489.0,1,105,334.93,2011-01-07 13:13:00,2011-01-07 13:13:00,1,334.93,122249.45
12490.0,10,3064,5417.93,2011-01-14 09:13:00,2011-12-04 16:07:00,325,16.670553846153847,6084.752153846154
12491.0,1,260,460.40000000000003,2011-11-01 12:18:00,2011-11-01 12:18:00,1,460.40000000000003,168046.0
12492.0,2,192,263.21000000000004,2011-08-26 14:51:00,2011-10-07 15:15:00,43,6.121162790697675,2234.2244186046514
12493.0,2,207,433.74,2011-05-26 14:53:00,2011-06-27 10:17:00,32,13.554375,4947.346875
12494.0,7,707,1246.1000000000001,2010-12-09 11:31:00,2011-11-24 09:34:00,350,3.5602857142857145,1299.5042857142857
12497.0,1,1236,1043.1,2011-09-19 12:29:00,2011-09-19 12:29:00,1,1043.1,380731.49999999994
12498.0,3,159,403.70000000000005,2011-10-13 09:30:00,2011-11-18 12:53:00,37,10.910810810810812,3982.4459459459463
12500.0,11,2678,4257.82,2011-01-10 09:48:00,2011-11-16 16:20:00,311,13.690739549839227,4997.119935691318
12501.0,1,1783,2169.39,2011-01-07 12:28:00,2011-01-07 12:28:00,1,2169.39,791827.35
12502.0,5,820,3723.87,2011-02-03 10:41:00,2011-09-05 11:52:00,215,17.32032558139535,6321.918837209302
12504.0,2,90,482.04999999999995,2011-11-09 14:56:00,2011-11-21 16:02:00,13,37.08076923076923,13534.480769230768
12506.0,1,23,73.5,2011-04-21 08:54:00,2011-04-21 08:54:00,1,73.5,26827.5
12507.0,3,905,1304.81,2011-02-14 09:24:00,2011-07-28 17:09:00,165,7.907939393939394,2886.3978787878787
12508.0,2,272,398.27,2011-11-10 16:27:00,2011-11-13 15:37:00,3,132.75666666666666,48456.183333333334
12509.0,1,55,176.5,2011-02-28 14:45:00,2011-02-28 14:45:00,1,176.5,64422.5
12510.0,2,353,982.5699999999999,2011-01-18 14:04:00,2011-07-20 10:15:00,183,5.369234972677595,1959.770765027322
12512.0,2,99,138.03,2011-10-04 14:53:00,2011-10-04 14:55:00,1,138.03,50380.95
12513.0,1,462,612.29,2011-08-19 10:51:00,2011-08-19 10:51:00,1,612.29,223485.84999999998
12514.0,1,440,1017.68,2011-03-17 16:38:00,2011-03-17 16:38:00,1,1017.68,371453.19999999995
12515.0,1,131,383.7,2010-12-21 15:43:00,2010-12-21 15:43:00,1,383.7,140050.5
12516.0,2,875,1312.06,2011-06-12 11:37:00,2011-09-23 09:13:00,103,12.738446601941748,4649.533009708738
12517.0,5,1371,2502.84,2011-06-02 15:13:00,2011-11-11 14:04:00,162,15.44962962962963,5639.114814814815
12518.0,5,1318,2056.89,2011-08-21 13:18:00,2011-12-09 10:13:00,110,18.698999999999998,6825.134999999999
12519.0,1,183,340.84,2011-10-07 09:26:00,2011-10-07 09:26:00,1,340.84,124406.59999999999
12520.0,5,1439,2634.26,2011-03-11 11:35:00,2011-09-21 15:23:00,195,13.509025641025643,4930.79435897436
12521.0,1,309,599.68,2011-07-20 10:51:00,2011-07-20 10:51:00,1,599.68,218883.19999999998
12522.0,2,194,192.72,2011-10-19 14:41:00,2011-10-31 15:30:00,13,14.824615384615385,5410.984615384616
12523.0,11,865,1789.77,2011-01-12 09:43:00,2011-11-20 12:55:00,313,5.7181150159744405,2087.1119808306707
12524.0,8,3699,4485.72,2011-01-10 10:35:00,2011-11-30 15:31:00,325,13.802215384615385,5037.808615384615
12526.0,3,632,1316.66,2011-09-06 14:19:00,2011-12-09 12:09:00,94,14.007021276595745,5112.5627659574475
12527.0,3,234,348.71000000000004,2011-01-18 12:05:00,2011-09-19 11:55:00,244,1.4291393442622953,521.6358606557378
12528.0,6,756,1933.48,2011-01-31 09:05:00,2011-11-30 14:40:00,304,6.360131578947368,2321.4480263157893
12530.0,4,913,1662.28,2011-01-07 10:04:00,2011-10-11 12:34:00,278,5.979424460431654,2182.4899280575537
12531.0,1,45,125.22,2011-11-25 11:12:00,2011-11-25 11:12:00,1,125.22,45705.3
12532.0,1,153,349.83000000000004,2011-11-09 13:47:00,2011-11-09 13:47:00,1,349.83000000000004,127687.95000000001
12534.0,1,651,1089.18,2011-08-01 10:26:00,2011-08-01 10:26:00,1,1089.18,397550.7
12535.0,2,219,716.35,2011-06-06 12:47:00,2011-09-09 08:48:00,95,7.5405263157894735,2752.2921052631577
12536.0,3,2803,12601.830000000002,2011-10-11 14:52:00,2011-10-27 14:20:00,16,787.6143750000001,287479.246875
12538.0,1,191,363.95,2011-11-10 17:16:00,2011-11-10 17:16:00,1,363.95,132841.75
12539.0,4,2067,5568.35,2011-01-10 09:11:00,2011-11-17 13:30:00,312,17.847275641025643,6514.255608974359
12540.0,17,6685,13400.24,2010-12-13 09:39:00,2011-11-20 11:31:00,343,39.06775510204081,14259.730612244897
12541.0,3,680,981.18,2011-03-04 09:32:00,2011-11-10 10:40:00,252,3.8935714285714282,1421.1535714285712
12544.0,1,136,372.7,2011-11-03 16:15:00,2011-11-03 16:15:00,1,372.7,136035.5
12545.0,2,523,1000.39,2011-03-25 12:04:00,2011-09-25 13:39:00,185,5.407513513513513,1973.7424324324325
12546.0,2,633,1161.5,2011-09-23 09:44:00,2011-10-24 12:09:00,32,36.296875,13248.359375
12547.0,2,134,207.79999999999998,2011-03-04 12:46:00,2011-05-26 12:38:00,83,2.503614457831325,913.8192771084337
12548.0,1,49,95.19999999999999,2011-06-26 15:35:00,2011-06-26 15:35:00,1,95.19999999999999,34747.99999999999
12550.0,1,569,964.83,2011-09-21 14:35:00,2011-09-21 14:35:00,1,964.83,352162.95
12551.0,1,100,168.0,2010-12-17 11:23:00,2010-12-17 11:23:00,1,168.0,61320.0
12552.0,2,88,437.82,2011-10-31 12:11:00,2011-11-01 10:02:00,1,437.82,159804.3
12553.0,10,1965,3692.28,2011-01-14 10:42:00,2011-12-01 16:38:00,322,11.466708074534163,4185.3484472049695
12556.0,2,358,603.71,2011-07-11 13:35:00,2011-10-20 13:06:00,101,5.9773267326732675,2181.7242574257425
12557.0,5,4384,11990.960000000001,2010-12-03 12:20:00,2011-11-23 16:59:00,356,33.68247191011236,12294.102247191013
12558.0,1,196,269.96,2011-12-02 10:41:00,2011-12-02 10:41:00,1,269.96,98535.4
12559.0,2,283,561.71,2011-01-24 10:12:00,2011-02-02 09:49:00,9,62.412222222222226,22780.46111111111
12560.0,3,1110,2134.01,2011-07-19 15:55:00,2011-12-04 13:54:00,138,15.463840579710146,5644.301811594203
12561.0,1,177,238.85,2011-02-10 11:39:00,2011-02-10 11:39:00,1,238.85,87180.25
12562.0,7,1779,3781.7400000000002,2011-05-25 12:44:00,2011-12-01 17:20:00,191,19.79968586387435,7226.8853403141375
12564.0,1,133,456.9,2011-03-23 14:55:00,2011-03-23 14:55:00,1,456.9,166768.5
12565.0,1,80,145.92,2011-02-24 10:34:00,2011-02-24 10:34:00,1,145.92,53260.799999999996
12566.0,1,265,351.65,2011-09-14 14:30:00,2011-09-14 14:30:00,1,351.65,128352.24999999999
12567.0,10,4305,9401.28,2010-12-05 11:57:00,2011-11-17 11:02:00,347,27.093025936599425,9888.95446685879
12569.0,32,1801,4124.69,2011-04-01 13:47:00,2011-12-07 16:24:00,251,16.433027888446215,5998.055179282868
12571.0,2,523,519.61,2011-08-10 12:35:00,2011-10-31 10:19:00,82,6.336707317073171,2312.8981707317075
12572.0,2,452,1020.42,2011-10-19 08:20:00,2011-12-01 09:20:00,44,23.191363636363636,8464.847727272727
12573.0,1,84,160.54000000000002,2011-04-26 15:52:00,2011-04-26 15:52:00,1,160.54000000000002,58597.100000000006
12574.0,1,61,218.45,2011-01-28 09:20:00,2011-01-28 09:20:00,1,218.45,79734.25
12576.0,5,967,1315.83,2011-02-08 11:31:00,2011-11-04 10:11:00,269,4.8915613382899625,1785.4198884758364
12577.0,3,472,657.8,2010-12-15 16:21:00,2011-11-04 13:24:00,324,2.0302469135802466,741.04012345679
12578.0,2,1196,2794.51,2011-01-13 15:34:00,2011-11-18 13:30:00,309,9.043721682847897,3300.9584142394824
12579.0,1,285,440.42,2011-09-22 17:15:00,2011-09-22 17:15:00,1,440.42,160753.30000000002
12580.0,1,238,415.7,2011-04-07 10:24:00,2011-04-07 10:24:00,1,415.7,151730.5
12581.0,1,161,197.71,2011-10-31 08:56:00,2011-10-31 08:56:00,1,197.71,72164.15000000001
12582.0,2,300,511.36,2011-02-24 11:42:00,2011-04-15 08:45:00,50,10.2272,3732.928
12583.0,15,5060,7281.38,2010-12-01 08:45:00,2011-12-07 08:07:00,371,19.62636118598383,7163.621832884098
12584.0,9,416,2338.15,2011-03-04 15:15:00,2011-12-06 09:35:00,277,8.440974729241878,3080.9557761732854
12585.0,2,1279,2040.1,2010-12-23 12:58:00,2011-04-19 13:39:00,118,17.288983050847456,6310.478813559322
12586.0,1,79,196.94000000000003,2011-11-22 16:24:00,2011-11-22 16:24:00,1,196.94000000000003,71883.1
12587.0,1,51,144.0,2011-12-02 12:47:00,2011-12-02 12:47:00,1,144.0,52560.0
12588.0,1,53,214.89999999999998,2011-10-31 15:01:00,2011-10-31 15:01:00,1,214.89999999999998,78438.49999999999
12589.0,2,306,646.68,2011-07-18 12:05:00,2011-11-11 10:19:00,116,5.574827586206896,2034.8120689655173
12590.0,2,4283,9864.26,2011-05-12 14:46:00,2011-05-12 14:52:00,1,9864.26,3600454.9
12591.0,1,228,452.84999999999997,2011-01-26 14:35:00,2011-01-26 14:35:00,1,452.84999999999997,165290.25
12592.0,2,290,437.6,2011-05-10 13:44:00,2011-09-08 15:04:00,122,3.5868852459016396,1309.2131147540983
12593.0,3,206,418.09999999999997,2011-05-05 09:29:00,2011-08-23 12:43:00,111,3.766666666666666,1374.8333333333333
12594.0,10,1777,3338.2200000000003,2011-01-21 09:52:00,2011-11-02 12:20:00,286,11.672097902097903,4260.315734265734
12596.0,2,474,618.27,2011-04-11 13:22:00,2011-10-19 13:02:00,191,3.237015706806283,1181.5107329842933
12597.0,4,2236,3811.22,2011-03-16 14:00:00,2011-11-20 13:33:00,249,15.306104417670682,5586.728112449799
12598.0,8,1964,3023.08,2011-02-28 11:58:00,2011-11-30 12:18:00,276,10.953188405797102,3997.9137681159423
12599.0,7,956,1032.58,2011-02-08 13:28:00,2011-11-10 13:34:00,276,3.741231884057971,1365.5496376811593
12600.0,10,774,2599.04,2010-12-03 12:57:00,2011-11-11 10:29:00,343,7.57737609329446,2765.742274052478
12601.0,5,245,577.0600000000001,2011-01-11 10:38:00,2011-06-03 10:17:00,143,4.035384615384616,1472.9153846153847
12602.0,1,162,153.12,2011-10-12 11:22:00,2011-10-12 11:22:00,1,153.12,55888.8
12603.0,1,64,739.1999999999999,2011-11-18 10:42:00,2011-11-18 10:42:00,1,739.1999999999999,269808.0
12604.0,2,201,254.18,2011-03-23 12:06:00,2011-09-21 14:08:00,183,1.38896174863388,506.97103825136617
12607.0,1,1228,1579.51,2011-10-10 16:06:00,2011-10-10 16:06:00,1,1579.51,576521.15
12609.0,3,648,1126.85,2011-01-25 15:13:00,2011-09-22 16:34:00,241,4.6757261410788375,1706.6400414937757
12610.0,5,1049,2099.54,2011-08-05 13:52:00,2011-11-17 09:34:00,104,20.187884615384615,7368.577884615384
12611.0,1,846,1193.32,2011-10-18 13:12:00,2011-10-18 13:12:00,1,1193.32,435561.8
12612.0,1,262,704.0400000000001,2011-09-26 15:35:00,2011-09-26 15:35:00,1,704.0400000000001,256974.60000000003
12613.0,5,1644,3344.38,2011-03-22 15:42:00,2011-10-13 14:59:00,205,16.314048780487806,5954.627804878049
12614.0,1,76,315.6,2011-03-07 10:22:00,2011-03-07 10:22:00,1,315.6,115194.00000000001
12615.0,4,1376,2291.19,2011-06-24 13:35:00,2011-12-07 15:02:00,167,13.719700598802396,5007.690718562874
12616.0,2,284,713.3,2011-02-15 14:17:00,2011-09-05 15:17:00,203,3.5137931034482754,1282.5344827586205
12617.0,1,213,355.53,2011-11-10 14:39:00,2011-11-10 14:39:00,1,355.53,129768.45
12618.0,1,96,177.31,2011-11-18 11:10:00,2011-11-18 11:10:00,1,177.31,64718.15
12619.0,9,3378,3641.24,2011-03-31 13:10:00,2011-11-23 14:52:00,238,15.299327731092436,5584.25462184874
12620.0,3,1181,1339.41,2011-05-19 12:10:00,2011-11-25 10:20:00,190,7.049526315789474,2573.077105263158
12621.0,20,7440,13689.67,2010-12-09 10:16:00,2011-12-08 11:25:00,365,37.50594520547945,13689.669999999998
12622.0,1,69,180.1,2011-04-21 16:39:00,2011-04-21 16:39:00,1,180.1,65736.5
12623.0,1,191,305.1,2011-03-08 13:50:00,2011-03-08 13:50:00,1,305.1,111361.50000000001
12624.0,2,355,641.13,2011-06-15 12:34:00,2011-08-25 15:04:00,72,8.904583333333333,3250.1729166666664
12625.0,2,1612,2683.82,2011-01-24 13:27:00,2011-05-12 09:54:00,108,24.850185185185186,9070.317592592593
12626.0,9,3453,6620.48,2011-01-17 11:01:00,2011-11-16 16:06:00,304,21.777894736842104,7948.931578947368
12627.0,7,2752,4478.53,2011-07-22 13:59:00,2011-11-29 12:07:00,130,34.450230769230764,12574.33423076923
12628.0,3,448,786.46,2011-10-06 09:28:00,2011-12-05 13:15:00,61,12.892786885245902,4705.867213114754
12630.0,2,548,1270.88,2011-10-27 10:41:00,2011-11-30 10:48:00,35,36.310857142857145,13253.462857142858
12631.0,1,236,640.5,2011-10-13 13:53:00,2011-10-13 13:53:00,1,640.5,233782.5
12633.0,4,1162,2163.98,2011-02-25 08:44:00,2011-10-12 11:40:00,230,9.408608695652173,3434.1421739130433
12635.0,2,1172,1689.18,2011-07-08 08:43:00,2011-09-11 11:04:00,66,25.593636363636364,9341.677272727273
12637.0,8,3002,6021.9,2011-01-20 10:47:00,2011-10-03 13:46:00,257,23.431517509727627,8552.503891050585
12638.0,1,577,671.69,2011-11-06 13:11:00,2011-11-06 13:11:00,1,671.69,245166.85
12639.0,1,201,486.1,2011-04-15 12:48:00,2011-04-15 12:48:00,1,486.1,177426.5
12640.0,3,311,1174.58,2011-09-19 12:01:00,2011-11-16 11:52:00,58,20.251379310344827,7391.753448275862
12641.0,1,72,185.9,2011-08-16 13:26:00,2011-08-16 13:26:00,1,185.9,67853.5
12642.0,3,552,1013.26,2011-08-24 09:23:00,2011-11-14 15:03:00,83,12.207951807228916,4455.902409638555
12643.0,6,1808,3344.64,2011-01-11 11:48:00,2011-08-03 12:56:00,205,16.315317073170732,5955.090731707317
12644.0,1,325,477.91,2011-08-02 10:33:00,2011-08-02 10:33:00,1,477.91,174437.15000000002
12645.0,4,1084,1775.18,2011-01-27 13:08:00,2011-11-06 12:38:00,283,6.2727208480565375,2289.543109540636
12646.0,2,897,1346.97,2011-10-21 12:52:00,2011-12-05 10:14:00,45,29.932666666666666,10925.423333333332
